Descricao da maquina
CR-FTC-007-0,7/1-SS-EC-G4-X
CR-FTC-007-0,7/1-SS-EC-G4+M5-X
CR-FTC-007-0,7/1-SS-EC-G4+F9-X
CR-FTC-007-0,7/1-SS-EC-G4+F9+H14-X
CR-FTC-007-0,7/1-SS-AC-G4-X
CR-FTC-007-0,7/1-SS-AC-G4+M5-X
CR-FTC-007-0,7/1-SS-AC-G4+F9-X
CR-FTC-007-0,7/1-SS-AC-G4+F9+H14-X
CR-FTC-007-0,7/1-TN-EC-G4-X
CR-FTC-007-0,7/1-TN-EC-G4+M5-X
CR-FTC-007-0,7/1-TN-EC-G4+F9-X
CR-FTC-007-0,7/1-TN-EC-G4+F9+H14-X
CR-FTC-007-0,7/1-TN-AC-G4-X
CR-FTC-007-0,7/1-TN-AC-G4+M5-X
CR-FTC-007-0,7/1-TN-AC-G4+F9-X
CR-FTC-007-0,7/1-TN-AC-G4+F9+H14-X
CR-FTC-007-0,7/1-DK-EC-G4-X
CR-FTC-007-0,7/1-DK-EC-G4+M5-X
CR-FTC-007-0,7/1-DK-EC-G4+F9-X
CR-FTC-007-0,7/1-DK-EC-G4+F9+H14-X
CR-FTC-007-0,7/1-DK-AC-G4-X
CR-FTC-007-0,7/1-DK-AC-G4+M5-X
CR-FTC-007-0,7/1-DK-AC-G4+F9-X
CR-FTC-007-0,7/1-DK-AC-G4+F9+H14-X
CR-FTC-007-0,7/1-LG-EC-G4-X
CR-FTC-007-0,7/1-LG-EC-G4+M5-X
CR-FTC-007-0,7/1-LG-EC-G4+F9-X
CR-FTC-007-0,7/1-LG-EC-G4+F9+H14-X
CR-FTC-007-0,7/1-LG-AC-G4-X
CR-FTC-007-0,7/1-LG-AC-G4+M5-X
CR-FTC-007-0,7/1-LG-AC-G4+F9-X
CR-FTC-007-0,7/1-LG-AC-G4+F9+H14-X
CR-FTC-007-1,0/1-SS-EC-G4-X
CR-FTC-007-1,0/1-SS-EC-G4+M5-X
CR-FTC-007-1,0/1-SS-EC-G4+F9-X
CR-FTC-007-1,0/1-SS-EC-G4+F9+H14-X
CR-FTC-007-1,0/1-SS-AC-G4-X
CR-FTC-007-1,0/1-SS-AC-G4+M5-X
CR-FTC-007-1,0/1-SS-AC-G4+F9-X
CR-FTC-007-1,0/1-SS-AC-G4+F9+H14-X
CR-FTC-007-1,0/1-TN-EC-G4-X
CR-FTC-007-1,0/1-TN-EC-G4+M5-X
CR-FTC-007-1,0/1-TN-EC-G4+F9-X
CR-FTC-007-1,0/1-TN-EC-G4+F9+H14-X
CR-FTC-007-1,0/1-TN-AC-G4-X
CR-FTC-007-1,0/1-TN-AC-G4+M5-X
CR-FTC-007-1,0/1-TN-AC-G4+F9-X
CR-FTC-007-1,0/1-TN-AC-G4+F9+H14-X
CR-FTC-007-1,0/1-DK-EC-G4-X
CR-FTC-007-1,0/1-DK-EC-G4+M5-X
CR-FTC-007-1,0/1-DK-EC-G4+F9-X
CR-FTC-007-1,0/1-DK-EC-G4+F9+H14-X
CR-FTC-007-1,0/1-DK-AC-G4-X
CR-FTC-007-1,0/1-DK-AC-G4+M5-X
CR-FTC-007-1,0/1-DK-AC-G4+F9-X
CR-FTC-007-1,0/1-DK-AC-G4+F9+H14-X
CR-FTC-007-1,0/1-LG-EC-G4-X
CR-FTC-007-1,0/1-LG-EC-G4+M5-X
CR-FTC-007-1,0/1-LG-EC-G4+F9-X
CR-FTC-007-1,0/1-LG-EC-G4+F9+H14-X
CR-FTC-007-1,0/1-LG-AC-G4-X
CR-FTC-007-1,0/1-LG-AC-G4+M5-X
CR-FTC-007-1,0/1-LG-AC-G4+F9-X
CR-FTC-007-1,0/1-LG-AC-G4+F9+H14-X
CR-FTC-007-2,0/1-SS-EC-G4-X
CR-FTC-007-2,0/1-SS-EC-G4+M5-X
CR-FTC-007-2,0/1-SS-EC-G4+F9-X
CR-FTC-007-2,0/1-SS-EC-G4+F9+H14-X
CR-FTC-007-2,0/1-SS-AC-G4-X
CR-FTC-007-2,0/1-SS-AC-G4+M5-X
CR-FTC-007-2,0/1-SS-AC-G4+F9-X
CR-FTC-007-2,0/1-SS-AC-G4+F9+H14-X
CR-FTC-007-2,0/1-TN-EC-G4-X
CR-FTC-007-2,0/1-TN-EC-G4+M5-X
CR-FTC-007-2,0/1-TN-EC-G4+F9-X
CR-FTC-007-2,0/1-TN-EC-G4+F9+H14-X
CR-FTC-007-2,0/1-TN-AC-G4-X
CR-FTC-007-2,0/1-TN-AC-G4+M5-X
CR-FTC-007-2,0/1-TN-AC-G4+F9-X
CR-FTC-007-2,0/1-TN-AC-G4+F9+H14-X
CR-FTC-007-2,0/1-DK-EC-G4-X
CR-FTC-007-2,0/1-DK-EC-G4+M5-X
CR-FTC-007-2,0/1-DK-EC-G4+F9-X
CR-FTC-007-2,0/1-DK-EC-G4+F9+H14-X
CR-FTC-007-2,0/1-DK-AC-G4-X
CR-FTC-007-2,0/1-DK-AC-G4+M5-X
CR-FTC-007-2,0/1-DK-AC-G4+F9-X
CR-FTC-007-2,0/1-DK-AC-G4+F9+H14-X
CR-FTC-007-2,0/1-LG-EC-G4-X
CR-FTC-007-2,0/1-LG-EC-G4+M5-X
CR-FTC-007-2,0/1-LG-EC-G4+F9-X
CR-FTC-007-2,0/1-LG-EC-G4+F9+H14-X
CR-FTC-007-2,0/1-LG-AC-G4-X
CR-FTC-007-2,0/1-LG-AC-G4+M5-X
CR-FTC-007-2,0/1-LG-AC-G4+F9-X
CR-FTC-007-2,0/1-LG-AC-G4+F9+H14-X
CR-FTC-007-4R-SS-EC-G4-X
CR-FTC-007-4R-SS-EC-G4+M5-X
CR-FTC-007-4R-SS-EC-G4+F9-X
CR-FTC-007-4R-SS-EC-G4+F9+H14-X
CR-FTC-007-4R-SS-AC-G4-X
CR-FTC-007-4R-SS-AC-G4+M5-X
CR-FTC-007-4R-SS-AC-G4+F9-X
CR-FTC-007-4R-SS-AC-G4+F9+H14-X
CR-FTC-007-4R-TN-EC-G4-X
CR-FTC-007-4R-TN-EC-G4+M5-X
CR-FTC-007-4R-TN-EC-G4+F9-X
CR-FTC-007-4R-TN-EC-G4+F9+H14-X
CR-FTC-007-4R-TN-AC-G4-X
CR-FTC-007-4R-TN-AC-G4+M5-X
CR-FTC-007-4R-TN-AC-G4+F9-X
CR-FTC-007-4R-TN-AC-G4+F9+H14-X
CR-FTC-007-4R-DK-EC-G4-X
CR-FTC-007-4R-DK-EC-G4+M5-X
CR-FTC-007-4R-DK-EC-G4+F9-X
CR-FTC-007-4R-DK-EC-G4+F9+H14-X
CR-FTC-007-4R-DK-AC-G4-X
CR-FTC-007-4R-DK-AC-G4+M5-X
CR-FTC-007-4R-DK-AC-G4+F9-X
CR-FTC-007-4R-DK-AC-G4+F9+H14-X
CR-FTC-007-4R-LG-EC-G4-X
CR-FTC-007-4R-LG-EC-G4+M5-X
CR-FTC-007-4R-LG-EC-G4+F9-X
CR-FTC-007-4R-LG-EC-G4+F9+H14-X
CR-FTC-007-4R-LG-AC-G4-X
CR-FTC-007-4R-LG-AC-G4+M5-X
CR-FTC-007-4R-LG-AC-G4+F9-X
CR-FTC-007-4R-LG-AC-G4+F9+H14-X
